x y z meta\\
1.55 1.85 1407.06 1407.06\\
1.57 1.85 1406.55 1406.55\\
1.58 1.85 1405.99 1405.99\\
1.60 1.85 1405.39 1405.39\\
1.62 1.85 1404.74 1404.74\\
1.63 1.85 1404.05 1404.05\\
1.65 1.85 1403.31 1403.31\\
1.66 1.85 1402.52 1402.52\\
1.68 1.85 1401.69 1401.69\\
1.70 1.85 1400.82 1400.82\\
1.71 1.85 1399.90 1399.90\\
1.73 1.85 1398.94 1398.94\\
1.74 1.85 1397.93 1397.93\\
1.76 1.85 1396.88 1396.88\\
1.78 1.85 1395.78 1395.78\\
1.79 1.85 1394.64 1394.64\\
1.81 1.85 1393.45 1393.45\\
1.82 1.85 1392.22 1392.22\\
1.84 1.85 1390.94 1390.94\\
1.86 1.85 1389.62 1389.62\\
1.87 1.85 1388.26 1388.26\\
1.89 1.85 1386.84 1386.84\\
1.90 1.85 1385.39 1385.39\\
1.92 1.85 1383.89 1383.89\\
1.94 1.85 1382.34 1382.34\\
1.95 1.85 1380.75 1380.75\\
1.97 1.85 1379.11 1379.11\\
1.98 1.85 1377.43 1377.43\\
2.00 1.85 1375.71 1375.71\\
2.02 1.85 1373.94 1373.94\\
2.03 1.85 1372.12 1372.12\\
2.05 1.85 1370.26 1370.26\\
2.06 1.85 1368.35 1368.35\\
2.08 1.85 1366.40 1366.40\\
2.10 1.85 1364.41 1364.41\\
2.11 1.85 1362.37 1362.37\\
2.13 1.85 1360.28 1360.28\\
2.14 1.85 1358.15 1358.15\\
2.16 1.85 1355.98 1355.98\\
2.18 1.85 1353.76 1353.76\\
2.19 1.85 1351.50 1351.50\\
2.21 1.85 1349.19 1349.19\\
2.22 1.85 1346.83 1346.83\\
2.24 1.85 1344.43 1344.43\\
2.26 1.85 1341.99 1341.99\\
2.27 1.85 1339.50 1339.50\\
2.29 1.85 1336.97 1336.97\\
2.30 1.85 1334.39 1334.39\\
2.32 1.85 1331.77 1331.77\\
2.34 1.85 1329.10 1329.10\\
2.35 1.85 1326.38 1326.38\\
2.37 1.85 1323.63 1323.63\\
2.38 1.85 1320.82 1320.82\\
2.40 1.85 1317.98 1317.98\\
2.42 1.85 1315.08 1315.08\\
2.43 1.85 1312.15 1312.15\\
2.45 1.85 1309.16 1309.16\\
2.46 1.85 1306.14 1306.14\\
2.48 1.85 1303.06 1303.06\\
2.50 1.85 1299.95 1299.95\\
2.51 1.85 1296.79 1296.79\\
2.53 1.85 1293.58 1293.58\\
2.54 1.85 1290.33 1290.33\\
2.56 1.85 1287.03 1287.03\\
2.58 1.85 1283.69 1283.69\\
2.59 1.85 1280.30 1280.30\\
2.61 1.85 1276.87 1276.87\\
2.62 1.85 1273.40 1273.40\\
2.64 1.85 1269.88 1269.88\\
2.66 1.85 1266.31 1266.31\\
2.67 1.85 1262.70 1262.70\\
2.69 1.85 1259.04 1259.04\\
2.70 1.85 1255.34 1255.34\\
2.72 1.85 1251.60 1251.60\\
2.74 1.85 1247.81 1247.81\\
2.75 1.85 1243.97 1243.97\\
2.77 1.85 1240.09 1240.09\\
2.78 1.85 1236.17 1236.17\\
2.80 1.85 1232.20 1232.20\\
2.82 1.85 1228.18 1228.18\\
2.83 1.85 1224.13 1224.13\\
2.85 1.85 1220.02 1220.02\\
2.86 1.85 1215.87 1215.87\\
2.88 1.85 1211.68 1211.68\\
2.90 1.85 1207.44 1207.44\\
2.91 1.85 1203.16 1203.16\\
2.93 1.85 1198.83 1198.83\\
2.94 1.85 1194.45 1194.45\\
2.96 1.85 1190.04 1190.04\\
2.98 1.85 1185.57 1185.57\\
2.99 1.85 1181.06 1181.06\\
0.00 1.86 1246.13 1246.13\\
0.02 1.86 1249.97 1249.97\\
0.03 1.86 1253.77 1253.77\\
0.05 1.86 1257.52 1257.52\\
0.06 1.86 1261.23 1261.23\\
0.08 1.86 1264.89 1264.89\\
0.10 1.86 1268.50 1268.50\\
0.11 1.86 1272.07 1272.07\\
0.13 1.86 1275.60 1275.60\\
0.14 1.86 1279.08 1279.08\\
0.16 1.86 1282.52 1282.52\\
0.18 1.86 1285.91 1285.91\\
0.19 1.86 1289.26 1289.26\\
0.21 1.86 1292.56 1292.56\\
0.22 1.86 1295.82 1295.82\\
0.24 1.86 1299.03 1299.03\\
0.26 1.86 1302.20 1302.20\\
0.27 1.86 1305.32 1305.32\\
0.29 1.86 1308.40 1308.40\\
0.30 1.86 1311.43 1311.43\\
0.32 1.86 1314.42 1314.42\\
0.34 1.86 1317.36 1317.36\\
0.35 1.86 1320.26 1320.26\\
0.37 1.86 1323.12 1323.12\\
0.38 1.86 1325.92 1325.92\\
0.40 1.86 1328.69 1328.69\\
0.42 1.86 1331.41 1331.41\\
0.43 1.86 1334.08 1334.08\\
0.45 1.86 1336.71 1336.71\\
0.46 1.86 1339.29 1339.29\\
0.48 1.86 1341.83 1341.83\\
0.50 1.86 1344.33 1344.33\\
0.51 1.86 1346.78 1346.78\\
0.53 1.86 1349.18 1349.18\\
0.54 1.86 1351.54 1351.54\\
0.56 1.86 1353.86 1353.86\\
0.58 1.86 1356.13 1356.13\\
0.59 1.86 1358.35 1358.35\\
0.61 1.86 1360.53 1360.53\\
0.62 1.86 1362.67 1362.67\\
0.64 1.86 1364.76 1364.76\\
0.66 1.86 1366.81 1366.81\\
0.67 1.86 1368.81 1368.81\\
0.69 1.86 1370.76 1370.76\\
0.70 1.86 1372.67 1372.67\\
0.72 1.86 1374.54 1374.54\\
0.74 1.86 1376.36 1376.36\\
0.75 1.86 1378.14 1378.14\\
0.77 1.86 1379.87 1379.87\\
0.78 1.86 1381.56 1381.56\\
0.80 1.86 1383.20 1383.20\\
0.82 1.86 1384.79 1384.79\\
0.83 1.86 1386.35 1386.35\\
0.85 1.86 1387.85 1387.85\\
0.86 1.86 1389.32 1389.32\\
0.88 1.86 1390.73 1390.73\\
0.90 1.86 1392.11 1392.11\\
0.91 1.86 1393.43 1393.43\\
0.93 1.86 1394.72 1394.72\\
0.94 1.86 1395.95 1395.95\\
0.96 1.86 1397.15 1397.15\\
0.98 1.86 1398.30 1398.30\\
0.99 1.86 1399.40 1399.40\\
1.01 1.86 1400.46 1400.46\\
1.02 1.86 1401.47 1401.47\\
1.04 1.86 1402.44 1402.44\\
1.06 1.86 1403.36 1403.36\\
1.07 1.86 1404.24 1404.24\\
1.09 1.86 1405.08 1405.08\\
1.10 1.86 1405.87 1405.87\\
1.12 1.86 1406.61 1406.61\\
1.14 1.86 1407.31 1407.31\\
1.15 1.86 1407.96 1407.96\\
1.17 1.86 1408.57 1408.57\\
1.18 1.86 1409.14 1409.14\\
1.20 1.86 1409.66 1409.66\\
1.22 1.86 1410.13 1410.13\\
1.23 1.86 1410.56 1410.56\\
1.25 1.86 1410.95 1410.95\\
1.26 1.86 1411.29 1411.29\\
1.28 1.86 1411.59 1411.59\\
1.30 1.86 1411.84 1411.84\\
1.31 1.86 1412.04 1412.04\\
1.33 1.86 1412.20 1412.20\\
1.34 1.86 1412.32 1412.32\\
1.36 1.86 1412.39 1412.39\\
1.38 1.86 1412.42 1412.42\\
1.39 1.86 1412.40 1412.40\\
1.41 1.86 1412.33 1412.33\\
1.42 1.86 1412.23 1412.23\\
1.44 1.86 1412.07 1412.07\\
1.46 1.86 1411.87 1411.87\\
1.47 1.86 1411.63 1411.63\\
1.49 1.86 1411.34 1411.34\\
1.50 1.86 1411.01 1411.01\\
1.52 1.86 1410.63 1410.63\\
1.54 1.86 1410.21 1410.21\\
1.55 1.86 1409.74 1409.74\\
1.57 1.86 1409.23 1409.23\\
1.58 1.86 1408.67 1408.67\\
1.60 1.86 1408.07 1408.07\\
1.62 1.86 1407.43 1407.43\\
1.63 1.86 1406.73 1406.73\\
1.65 1.86 1406.00 1406.00\\
1.66 1.86 1405.22 1405.22\\
1.68 1.86 1404.39 1404.39\\
1.70 1.86 1403.52 1403.52\\
1.71 1.86 1402.60 1402.60\\
1.73 1.86 1401.64 1401.64\\
1.74 1.86 1400.64 1400.64\\
1.76 1.86 1399.58 1399.58\\
1.78 1.86 1398.49 1398.49\\
1.79 1.86 1397.35 1397.35\\
1.81 1.86 1396.16 1396.16\\
1.82 1.86 1394.93 1394.93\\
1.84 1.86 1393.66 1393.66\\
1.86 1.86 1392.34 1392.34\\
1.87 1.86 1390.97 1390.97\\
1.89 1.86 1389.56 1389.56\\
1.90 1.86 1388.11 1388.11\\
1.92 1.86 1386.61 1386.61\\
1.94 1.86 1385.06 1385.06\\
1.95 1.86 1383.48 1383.48\\
1.97 1.86 1381.84 1381.84\\
1.98 1.86 1380.16 1380.16\\
2.00 1.86 1378.44 1378.44\\
2.02 1.86 1376.67 1376.67\\
2.03 1.86 1374.86 1374.86\\
2.05 1.86 1373.00 1373.00\\
2.06 1.86 1371.09 1371.09\\
2.08 1.86 1369.15 1369.15\\
2.10 1.86 1367.15 1367.15\\
2.11 1.86 1365.11 1365.11\\
2.13 1.86 1363.03 1363.03\\
2.14 1.86 1360.90 1360.90\\
2.16 1.86 1358.73 1358.73\\
2.18 1.86 1356.51 1356.51\\
2.19 1.86 1354.25 1354.25\\
2.21 1.86 1351.94 1351.94\\
2.22 1.86 1349.59 1349.59\\
2.24 1.86 1347.19 1347.19\\
2.26 1.86 1344.75 1344.75\\
2.27 1.86 1342.27 1342.27\\
2.29 1.86 1339.73 1339.73\\
2.30 1.86 1337.16 1337.16\\
2.32 1.86 1334.54 1334.54\\
2.34 1.86 1331.87 1331.87\\
2.35 1.86 1329.16 1329.16\\
2.37 1.86 1326.40 1326.40\\
2.38 1.86 1323.60 1323.60\\
2.40 1.86 1320.76 1320.76\\
2.42 1.86 1317.87 1317.87\\
2.43 1.86 1314.93 1314.93\\
2.45 1.86 1311.95 1311.95\\
2.46 1.86 1308.92 1308.92\\
2.48 1.86 1305.85 1305.85\\
2.50 1.86 1302.74 1302.74\\
2.51 1.86 1299.58 1299.58\\
2.53 1.86 1296.37 1296.37\\
2.54 1.86 1293.12 1293.12\\
2.56 1.86 1289.83 1289.83\\
2.58 1.86 1286.49 1286.49\\
2.59 1.86 1283.11 1283.11\\
2.61 1.86 1279.68 1279.68\\
2.62 1.86 1276.20 1276.20\\
2.64 1.86 1272.68 1272.68\\
2.66 1.86 1269.12 1269.12\\
2.67 1.86 1265.51 1265.51\\
2.69 1.86 1261.86 1261.86\\
2.70 1.86 1258.16 1258.16\\
2.72 1.86 1254.42 1254.42\\
2.74 1.86 1250.63 1250.63\\
2.75 1.86 1246.80 1246.80\\
2.77 1.86 1242.92 1242.92\\
2.78 1.86 1238.99 1238.99\\
2.80 1.86 1235.03 1235.03\\
2.82 1.86 1231.01 1231.01\\
2.83 1.86 1226.96 1226.96\\
2.85 1.86 1222.85 1222.85\\
2.86 1.86 1218.71 1218.71\\
2.88 1.86 1214.52 1214.52\\
2.90 1.86 1210.28 1210.28\\
2.91 1.86 1206.00 1206.00\\
2.93 1.86 1201.67 1201.67\\
2.94 1.86 1197.30 1197.30\\
2.96 1.86 1192.88 1192.88\\
2.98 1.86 1188.42 1188.42\\
2.99 1.86 1183.91 1183.91\\
0.00 1.86 1248.61 1248.61\\
0.02 1.86 1252.46 1252.46\\
0.03 1.86 1256.25 1256.25\\
0.05 1.86 1260.01 1260.01\\
0.06 1.86 1263.71 1263.71\\
0.08 1.86 1267.38 1267.38\\
0.10 1.86 1271.00 1271.00\\
0.11 1.86 1274.57 1274.57\\
0.13 1.86 1278.10 1278.10\\
0.14 1.86 1281.58 1281.58\\
0.16 1.86 1285.02 1285.02\\
0.18 1.86 1288.41 1288.41\\
0.19 1.86 1291.76 1291.76\\
0.21 1.86 1295.07 1295.07\\
0.22 1.86 1298.33 1298.33\\
0.24 1.86 1301.54 1301.54\\
0.26 1.86 1304.71 1304.71\\
0.27 1.86 1307.83 1307.83\\
0.29 1.86 1310.91 1310.91\\
0.30 1.86 1313.95 1313.95\\
0.32 1.86 1316.94 1316.94\\
0.34 1.86 1319.88 1319.88\\
0.35 1.86 1322.79 1322.79\\
0.37 1.86 1325.64 1325.64\\
0.38 1.86 1328.45 1328.45\\
0.40 1.86 1331.22 1331.22\\
0.42 1.86 1333.94 1333.94\\
0.43 1.86 1336.61 1336.61\\
0.45 1.86 1339.24 1339.24\\
0.46 1.86 1341.83 1341.83\\
0.48 1.86 1344.37 1344.37\\
0.50 1.86 1346.87 1346.87\\
0.51 1.86 1349.32 1349.32\\
0.53 1.86 1351.73 1351.73\\
0.54 1.86 1354.09 1354.09\\
0.56 1.86 1356.41 1356.41\\
0.58 1.86 1358.68 1358.68\\
0.59 1.86 1360.90 1360.90\\
0.61 1.86 1363.09 1363.09\\
0.62 1.86 1365.22 1365.22\\
0.64 1.86 1367.32 1367.32\\
0.66 1.86 1369.36 1369.36\\
0.67 1.86 1371.37 1371.37\\
0.69 1.86 1373.32 1373.32\\
0.70 1.86 1375.24 1375.24\\
0.72 1.86 1377.11 1377.11\\
0.74 1.86 1378.93 1378.93\\
0.75 1.86 1380.71 1380.71\\
0.77 1.86 1382.44 1382.44\\
0.78 1.86 1384.13 1384.13\\
0.80 1.86 1385.77 1385.77\\
0.82 1.86 1387.37 1387.37\\
0.83 1.86 1388.93 1388.93\\
0.85 1.86 1390.44 1390.44\\
0.86 1.86 1391.90 1391.90\\
0.88 1.86 1393.32 1393.32\\
0.90 1.86 1394.69 1394.69\\
0.91 1.86 1396.02 1396.02\\
0.93 1.86 1397.31 1397.31\\
0.94 1.86 1398.55 1398.55\\
0.96 1.86 1399.74 1399.74\\
0.98 1.86 1400.89 1400.89\\
0.99 1.86 1402.00 1402.00\\
1.01 1.86 1403.06 1403.06\\
1.02 1.86 1404.07 1404.07\\
1.04 1.86 1405.04 1405.04\\
1.06 1.86 1405.97 1405.97\\
1.07 1.86 1406.85 1406.85\\
1.09 1.86 1407.69 1407.69\\
1.10 1.86 1408.48 1408.48\\
1.12 1.86 1409.22 1409.22\\
1.14 1.86 1409.93 1409.93\\
1.15 1.86 1410.58 1410.58\\
1.17 1.86 1411.19 1411.19\\
1.18 1.86 1411.76 1411.76\\
1.20 1.86 1412.28 1412.28\\
1.22 1.86 1412.76 1412.76\\
1.23 1.86 1413.19 1413.19\\
1.25 1.86 1413.58 1413.58\\
1.26 1.86 1413.92 1413.92\\
1.28 1.86 1414.22 1414.22\\
1.30 1.86 1414.47 1414.47\\
1.31 1.86 1414.68 1414.68\\
1.33 1.86 1414.84 1414.84\\
1.34 1.86 1414.96 1414.96\\
1.36 1.86 1415.03 1415.03\\
1.38 1.86 1415.06 1415.06\\
1.39 1.86 1415.04 1415.04\\
1.41 1.86 1414.98 1414.98\\
1.42 1.86 1414.88 1414.88\\
1.44 1.86 1414.72 1414.72\\
1.46 1.86 1414.53 1414.53\\
1.47 1.86 1414.29 1414.29\\
1.49 1.86 1414.00 1414.00\\
1.50 1.86 1413.67 1413.67\\
1.52 1.86 1413.29 1413.29\\
1.54 1.86 1412.87 1412.87\\
1.55 1.86 1412.41 1412.41\\
1.57 1.86 1411.90 1411.90\\
1.58 1.86 1411.34 1411.34\\
1.60 1.86 1410.74 1410.74\\
1.62 1.86 1410.10 1410.10\\
1.63 1.86 1409.41 1409.41\\
1.65 1.86 1408.67 1408.67\\
1.66 1.86 1407.89 1407.89\\
1.68 1.86 1407.07 1407.07\\
1.70 1.86 1406.20 1406.20\\
1.71 1.86 1405.29 1405.29\\
1.73 1.86 1404.33 1404.33\\
1.74 1.86 1403.32 1403.32\\
1.76 1.86 1402.27 1402.27\\
1.78 1.86 1401.18 1401.18\\
1.79 1.86 1400.04 1400.04\\
1.81 1.86 1398.86 1398.86\\
1.82 1.86 1397.63 1397.63\\
1.84 1.86 1396.36 1396.36\\
1.86 1.86 1395.04 1395.04\\
1.87 1.86 1393.68 1393.68\\
1.89 1.86 1392.27 1392.27\\
1.90 1.86 1390.82 1390.82\\
1.92 1.86 1389.32 1389.32\\
1.94 1.86 1387.77 1387.77\\
1.95 1.86 1386.19 1386.19\\
1.97 1.86 1384.56 1384.56\\
1.98 1.86 1382.88 1382.88\\
2.00 1.86 1381.16 1381.16\\
2.02 1.86 1379.39 1379.39\\
2.03 1.86 1377.58 1377.58\\
2.05 1.86 1375.72 1375.72\\
2.06 1.86 1373.82 1373.82\\
2.08 1.86 1371.87 1371.87\\
2.10 1.86 1369.88 1369.88\\
2.11 1.86 1367.85 1367.85\\
2.13 1.86 1365.76 1365.76\\
2.14 1.86 1363.64 1363.64\\
2.16 1.86 1361.47 1361.47\\
2.18 1.86 1359.25 1359.25\\
2.19 1.86 1356.99 1356.99\\
2.21 1.86 1354.69 1354.69\\
2.22 1.86 1352.34 1352.34\\
2.24 1.86 1349.94 1349.94\\
2.26 1.86 1347.50 1347.50\\
2.27 1.86 1345.02 1345.02\\
2.29 1.86 1342.49 1342.49\\
2.30 1.86 1339.91 1339.91\\
2.32 1.86 1337.29 1337.29\\
2.34 1.86 1334.63 1334.63\\
2.35 1.86 1331.92 1331.92\\
2.37 1.86 1329.16 1329.16\\
2.38 1.86 1326.37 1326.37\\
2.40 1.86 1323.52 1323.52\\
2.42 1.86 1320.63 1320.63\\
2.43 1.86 1317.70 1317.70\\
2.45 1.86 1314.72 1314.72\\
2.46 1.86 1311.70 1311.70\\
2.48 1.86 1308.63 1308.63\\
2.50 1.86 1305.52 1305.52\\
2.51 1.86 1302.36 1302.36\\
2.53 1.86 1299.16 1299.16\\
2.54 1.86 1295.91 1295.91\\
2.56 1.86 1292.61 1292.61\\
2.58 1.86 1289.28 1289.28\\
2.59 1.86 1285.89 1285.89\\
2.61 1.86 1282.47 1282.47\\
2.62 1.86 1279.00 1279.00\\
2.64 1.86 1275.48 1275.48\\
2.66 1.86 1271.92 1271.92\\
2.67 1.86 1268.31 1268.31\\
2.69 1.86 1264.66 1264.66\\
2.70 1.86 1260.96 1260.96\\
2.72 1.86 1257.22 1257.22\\
2.74 1.86 1253.43 1253.43\\
2.75 1.86 1249.60 1249.60\\
2.77 1.86 1245.73 1245.73\\
2.78 1.86 1241.81 1241.81\\
2.80 1.86 1237.84 1237.84\\
2.82 1.86 1233.83 1233.83\\
2.83 1.86 1229.77 1229.77\\
2.85 1.86 1225.67 1225.67\\
2.86 1.86 1221.53 1221.53\\
2.88 1.86 1217.34 1217.34\\
2.90 1.86 1213.10 1213.10\\
2.91 1.86 1208.82 1208.82\\
2.93 1.86 1204.50 1204.50\\
2.94 1.86 1200.13 1200.13\\
2.96 1.86 1195.71 1195.71\\
2.98 1.86 1191.25 1191.25\\
2.99 1.86 1186.75 1186.75\\
0.00 1.87 1251.08 1251.08\\
0.02 1.87 1254.92 1254.92\\
0.03 1.87 1258.72 1258.72\\
0.05 1.87 1262.48 1262.48\\
0.06 1.87 1266.19 1266.19\\
0.08 1.87 1269.85 1269.85\\
0.10 1.87 1273.47 1273.47\\
0.11 1.87 1277.05 1277.05\\
0.13 1.87 1280.58 1280.58\\
0.14 1.87 1284.06 1284.06\\
0.16 1.87 1287.51 1287.51\\
0.18 1.87 1290.90 1290.90\\
0.19 1.87 1294.25 1294.25\\
0.21 1.87 1297.56 1297.56\\
0.22 1.87 1300.82 1300.82\\
0.24 1.87 1304.04 1304.04\\
0.26 1.87 1307.21 1307.21\\
0.27 1.87 1310.33 1310.33\\
0.29 1.87 1313.42 1313.42\\
0.30 1.87 1316.45 1316.45\\
0.32 1.87 1319.44 1319.44\\
0.34 1.87 1322.39 1322.39\\
0.35 1.87 1325.29 1325.29\\
0.37 1.87 1328.15 1328.15\\
0.38 1.87 1330.96 1330.96\\
0.40 1.87 1333.73 1333.73\\
0.42 1.87 1336.45 1336.45\\
0.43 1.87 1339.13 1339.13\\
0.45 1.87 1341.76 1341.76\\
0.46 1.87 1344.35 1344.35\\
0.48 1.87 1346.90 1346.90\\
0.50 1.87 1349.39 1349.39\\
0.51 1.87 1351.85 1351.85\\
0.53 1.87 1354.26 1354.26\\
0.54 1.87 1356.62 1356.62\\
0.56 1.87 1358.94 1358.94\\
0.58 1.87 1361.21 1361.21\\
0.59 1.87 1363.44 1363.44\\
0.61 1.87 1365.62 1365.62\\
0.62 1.87 1367.76 1367.76\\
0.64 1.87 1369.86 1369.86\\
0.66 1.87 1371.91 1371.91\\
0.67 1.87 1373.91 1373.91\\
0.69 1.87 1375.87 1375.87\\
0.70 1.87 1377.79 1377.79\\
0.72 1.87 1379.66 1379.66\\
0.74 1.87 1381.48 1381.48\\
0.75 1.87 1383.26 1383.26\\
0.77 1.87 1385.00 1385.00\\
0.78 1.87 1386.69 1386.69\\
0.80 1.87 1388.33 1388.33\\
0.82 1.87 1389.94 1389.94\\
0.83 1.87 1391.49 1391.49\\
0.85 1.87 1393.00 1393.00\\
0.86 1.87 1394.47 1394.47\\
0.88 1.87 1395.89 1395.89\\
0.90 1.87 1397.27 1397.27\\
0.91 1.87 1398.60 1398.60\\
0.93 1.87 1399.88 1399.88\\
0.94 1.87 1401.13 1401.13\\
0.96 1.87 1402.32 1402.32\\
0.98 1.87 1403.47 1403.47\\
0.99 1.87 1404.58 1404.58\\
1.01 1.87 1405.64 1405.64\\
1.02 1.87 1406.66 1406.66\\
1.04 1.87 1407.63 1407.63\\
1.06 1.87 1408.56 1408.56\\
1.07 1.87 1409.44 1409.44\\
1.09 1.87 1410.28 1410.28\\
1.10 1.87 1411.08 1411.08\\
1.12 1.87 1411.82 1411.82\\
1.14 1.87 1412.53 1412.53\\
1.15 1.87 1413.18 1413.18\\
1.17 1.87 1413.80 1413.80\\
1.18 1.87 1414.37 1414.37\\
1.20 1.87 1414.89 1414.89\\
1.22 1.87 1415.37 1415.37\\
1.23 1.87 1415.80 1415.80\\
1.25 1.87 1416.19 1416.19\\
1.26 1.87 1416.54 1416.54\\
1.28 1.87 1416.84 1416.84\\
1.30 1.87 1417.09 1417.09\\
1.31 1.87 1417.30 1417.30\\
1.33 1.87 1417.47 1417.47\\
1.34 1.87 1417.58 1417.58\\
1.36 1.87 1417.66 1417.66\\
1.38 1.87 1417.69 1417.69\\
1.39 1.87 1417.68 1417.68\\
1.41 1.87 1417.62 1417.62\\
1.42 1.87 1417.51 1417.51\\
1.44 1.87 1417.36 1417.36\\
1.46 1.87 1417.17 1417.17\\
1.47 1.87 1416.93 1416.93\\
1.49 1.87 1416.64 1416.64\\
1.50 1.87 1416.32 1416.32\\
1.52 1.87 1415.94 1415.94\\
1.54 1.87 1415.52 1415.52\\
1.55 1.87 1415.06 1415.06\\
1.57 1.87 1414.55 1414.55\\
1.58 1.87 1414.00 1414.00\\
1.60 1.87 1413.40 1413.40\\
1.62 1.87 1412.76 1412.76\\
1.63 1.87 1412.07 1412.07\\
1.65 1.87 1411.34 1411.34\\
1.66 1.87 1410.56 1410.56\\
1.68 1.87 1409.74 1409.74\\
1.70 1.87 1408.87 1408.87\\
1.71 1.87 1407.96 1407.96\\
1.73 1.87 1407.00 1407.00\\
1.74 1.87 1406.00 1406.00\\
1.76 1.87 1404.95 1404.95\\
1.78 1.87 1403.86 1403.86\\
1.79 1.87 1402.72 1402.72\\
1.81 1.87 1401.54 1401.54\\
1.82 1.87 1400.31 1400.31\\
1.84 1.87 1399.04 1399.04\\
1.86 1.87 1397.73 1397.73\\
1.87 1.87 1396.36 1396.36\\
1.89 1.87 1394.96 1394.96\\
1.90 1.87 1393.51 1393.51\\
1.92 1.87 1392.01 1392.01\\
1.94 1.87 1390.47 1390.47\\
1.95 1.87 1388.89 1388.89\\
1.97 1.87 1387.26 1387.26\\
1.98 1.87 1385.58 1385.58\\
2.00 1.87 1383.86 1383.86\\
2.02 1.87 1382.10 1382.10\\
2.03 1.87 1380.29 1380.29\\
2.05 1.87 1378.43 1378.43\\
2.06 1.87 1376.53 1376.53\\
2.08 1.87 1374.59 1374.59\\
2.10 1.87 1372.60 1372.60\\
2.11 1.87 1370.56 1370.56\\
2.13 1.87 1368.48 1368.48\\
2.14 1.87 1366.36 1366.36\\
2.16 1.87 1364.19 1364.19\\
2.18 1.87 1361.98 1361.98\\
2.19 1.87 1359.72 1359.72\\
2.21 1.87 1357.42 1357.42\\
2.22 1.87 1355.07 1355.07\\
2.24 1.87 1352.67 1352.67\\
2.26 1.87 1350.24 1350.24\\
2.27 1.87 1347.75 1347.75\\
2.29 1.87 1345.22 1345.22\\
2.30 1.87 1342.65 1342.65\\
2.32 1.87 1340.03 1340.03\\
2.34 1.87 1337.37 1337.37\\
2.35 1.87 1334.66 1334.66\\
2.37 1.87 1331.91 1331.91\\
2.38 1.87 1329.12 1329.12\\
2.40 1.87 1326.27 1326.27\\
2.42 1.87 1323.39 1323.39\\
2.43 1.87 1320.45 1320.45\\
2.45 1.87 1317.48 1317.48\\
2.46 1.87 1314.46 1314.46\\
2.48 1.87 1311.39 1311.39\\
2.50 1.87 1308.28 1308.28\\
2.51 1.87 1305.12 1305.12\\
2.53 1.87 1301.92 1301.92\\
2.54 1.87 1298.68 1298.68\\
2.56 1.87 1295.38 1295.38\\
2.58 1.87 1292.05 1292.05\\
2.59 1.87 1288.67 1288.67\\
2.61 1.87 1285.24 1285.24\\
2.62 1.87 1281.77 1281.77\\
2.64 1.87 1278.26 1278.26\\
2.66 1.87 1274.70 1274.70\\
2.67 1.87 1271.09 1271.09\\
2.69 1.87 1267.44 1267.44\\
2.70 1.87 1263.75 1263.75\\
2.72 1.87 1260.01 1260.01\\
2.74 1.87 1256.22 1256.22\\
2.75 1.87 1252.40 1252.40\\
2.77 1.87 1248.52 1248.52\\
2.78 1.87 1244.60 1244.60\\
2.80 1.87 1240.64 1240.64\\
2.82 1.87 1236.63 1236.63\\
2.83 1.87 1232.58 1232.58\\
2.85 1.87 1228.48 1228.48\\
2.86 1.87 1224.33 1224.33\\
2.88 1.87 1220.15 1220.15\\
2.90 1.87 1215.91 1215.91\\
2.91 1.87 1211.63 1211.63\\
2.93 1.87 1207.31 1207.31\\
2.94 1.87 1202.94 1202.94\\
2.96 1.87 1198.53 1198.53\\
2.98 1.87 1194.07 1194.07\\
2.99 1.87 1189.57 1189.57\\
0.00 1.88 1253.53 1253.53\\
0.02 1.88 1257.38 1257.38\\
0.03 1.88 1261.18 1261.18\\
0.05 1.88 1264.94 1264.94\\
0.06 1.88 1268.65 1268.65\\
0.08 1.88 1272.31 1272.31\\
0.10 1.88 1275.94 1275.94\\
0.11 1.88 1279.51 1279.51\\
0.13 1.88 1283.05 1283.05\\
0.14 1.88 1286.53 1286.53\\
0.16 1.88 1289.98 1289.98\\
0.18 1.88 1293.37 1293.37\\
0.19 1.88 1296.73 1296.73\\
0.21 1.88 1300.03 1300.03\\
0.22 1.88 1303.30 1303.30\\
0.24 1.88 1306.52 1306.52\\
0.26 1.88 1309.69 1309.69\\
0.27 1.88 1312.82 1312.82\\
0.29 1.88 1315.90 1315.90\\
0.30 1.88 1318.94 1318.94\\
0.32 1.88 1321.93 1321.93\\
0.34 1.88 1324.88 1324.88\\
0.35 1.88 1327.79 1327.79\\
0.37 1.88 1330.65 1330.65\\
0.38 1.88 1333.46 1333.46\\
0.40 1.88 1336.23 1336.23\\
0.42 1.88 1338.95 1338.95\\
0.43 1.88 1341.63 1341.63\\
0.45 1.88 1344.27 1344.27\\
0.46 1.88 1346.86 1346.86\\
0.48 1.88 1349.40 1349.40\\
0.50 1.88 1351.90 1351.90\\
0.51 1.88 1354.36 1354.36\\
0.53 1.88 1356.77 1356.77\\
0.54 1.88 1359.14 1359.14\\
0.56 1.88 1361.46 1361.46\\
0.58 1.88 1363.73 1363.73\\
0.59 1.88 1365.96 1365.96\\
0.61 1.88 1368.15 1368.15\\
0.62 1.88 1370.29 1370.29\\
0.64 1.88 1372.39 1372.39\\
0.66 1.88 1374.44 1374.44\\
0.67 1.88 1376.44 1376.44\\
0.69 1.88 1378.41 1378.41\\
